id,order_id,variant_id,product_id,sku,title,name,variant_title,quantity,price,total_discount,tax_lines,fulfillment_status,requires_shipping,taxable,gift_card,properties,vendor
500110501,5001105,2000287,1000065,OJ-0065-XS-BRO,Urban Jacket 38,Urban Jacket 38 - XS / Brown,XS / Brown,1,103.01,1.14,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 8.15}]",fulfilled,True,True,False,[],Northwind Co.
500110502,5001105,2001202,1000203,TS-0203-XS-BUR,Cropped Sweater 14,Cropped Sweater 14 - XS / Burgundy,XS / Burgundy,3,95.69,10.17,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 22.15}]",fulfilled,True,True,False,[],Northwind Co.
500110600,5001106,2001904,1000313,BJ-0313-29-BLA,Relaxed Jean 24,Relaxed Jean 24 - 29 / Black,29 / Black,1,103.75,3.58,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 8.01}]",fulfilled,True,True,False,[],Northwind Co.
500110700,5001107,2001967,1000321,BJ-0321-28-BLA,Tapered Jean 32,Tapered Jean 32 - 28 / Black,28 / Black,1,81.28,0.96,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 6.43}]",fulfilled,True,True,False,[],Northwind Co.
500110701,5001107,2002242,1000359,BP-0359-M-BLA,Jogger Pant 10,Jogger Pant 10 - M / Black,M / Black,2,78.87,3.99,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 12.3}]",fulfilled,True,True,False,[],Northwind Co.
500110800,5001108,2001750,1000293,BJ-0293-28-BLA,Tapered Jean 4,Tapered Jean 4 - 28 / Black,28 / Black,1,123.85,4.05,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 9.58}]",fulfilled,True,True,False,[],Northwind Co.
500110900,5001109,2003579,1000596,LE-0596-L-TER,Collector Variou 11,Collector Variou 11 - L / Terracotta,L / Terracotta,1,237.66,4.98,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 18.61}]",fulfilled,True,True,False,[],Northwind Co.
500110901,5001109,2003553,1000592,LE-0592-S-TER,Numbered Variou 7,Numbered Variou 7 - S / Terracotta,S / Terracotta,3,133.03,11.86,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 30.98}]",fulfilled,True,True,False,[],Northwind Co.
500111000,5001110,2002744,1000468,AL-0468-L/X-BRO,Canvas Belt 2,Canvas Belt 2 - L/XL / Brown,L/XL / Brown,1,77.06,1.02,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 6.08}]",fulfilled,True,True,False,[],Northwind Co.
500111100,5001111,2002103,1000338,BJ-0338-29-GRA,Classic Jean 49,Classic Jean 49 - 29 / Gray,29 / Gray,2,106.08,1.32,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 16.87}]",fulfilled,True,True,False,[],Northwind Co.
500111101,5001111,2000181,1000048,OJ-0048-XS-OLI,Summit Jacket 21,Summit Jacket 21 - XS / Olive,XS / Olive,1,146.83,4.41,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.39}]",fulfilled,True,True,False,[],Northwind Co.
500111102,5001111,2000517,1000100,TT-0100-M-TER,Boxy T-Shirt 6,Boxy T-Shirt 6 - M / Terracotta,M / Terracotta,1,34.91,1.01,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 2.71}]",fulfilled,True,True,False,[],Northwind Co.
500111103,5001111,2001078,1000189,TT-0189-XS-NAV,Vintage T-Shirt 95,Vintage T-Shirt 95 - XS / Navy,XS / Navy,1,46.41,0.43,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.68}]",fulfilled,True,True,False,[],Northwind Co.
500111200,5001112,2003015,1000521,FS-0521-8-GRA,Everyday Sneaker 18,Everyday Sneaker 18 - 8 / Gray,8 / Gray,1,159.7,0.65,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 12.72}]",fulfilled,True,True,False,[],Northwind Co.
500111201,5001112,2002652,1000418,AB-0418-ONE-NAV,Crossbody Bag 2,Crossbody Bag 2 - One Size / Navy,One Size / Navy,2,219.36,15.69,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 33.84}]",fulfilled,True,True,False,[],Northwind Co.
500111202,5001112,2000101,1000037,OJ-0037-L-NAV,Classic Jacket 10,Classic Jacket 10 - L / Navy,L / Navy,2,156.51,14.15,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 23.91}]",fulfilled,True,True,False,[],Northwind Co.
500111203,5001112,2003645,1000607,LE-0607-S-FOR,Archive Variou 22,Archive Variou 22 - S / Forest,S / Forest,1,330.81,3.67,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 26.17}]",fulfilled,True,True,False,[],Northwind Co.
500111300,5001113,2002661,1000424,AB-0424-ONE-BLA,Tote Bag 8,Tote Bag 8 - One Size / Black,One Size / Black,1,232.39,6.93,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 18.04}]",fulfilled,True,True,False,[],Northwind Co.
500111400,5001114,2000263,1000062,OJ-0062-S-OLI,Field Jacket 35,Field Jacket 35 - S / Olive,S / Olive,1,204.64,8.58,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 15.68}]",fulfilled,True,True,False,[],Northwind Co.
500111500,5001115,2002739,1000467,AL-0467-S/M-TAN,Leather Belt,Leather Belt - S/M / Tan,S/M / Tan,2,71.31,5.9,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 10.94}]",fulfilled,True,True,False,[],Northwind Co.
500111501,5001115,2000799,1000139,TT-0139-L-GRA,Organic T-Shirt 45,Organic T-Shirt 45 - L / Gray,L / Gray,1,56.7,0.4,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.5}]",fulfilled,True,True,False,[],Northwind Co.
500111502,5001115,2003595,1000598,LE-0598-XS-FOR,Heritage Variou 13,Heritage Variou 13 - XS / Forest,XS / Forest,1,221.1,2.41,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 17.5}]",fulfilled,True,True,False,[],Northwind Co.
500111503,5001115,2001432,1000242,TS-0242-XS-SLA,Cable-Knit Sweater 53,Cable-Knit Sweater 53 - XS / Slate,XS / Slate,1,94.28,0.56,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.5}]",fulfilled,True,True,False,[],Northwind Co.
500111600,5001116,2001245,1000209,TS-0209-XS-CRE,Oversized Sweater 20,Oversized Sweater 20 - XS / Cream,XS / Cream,1,74.43,2.68,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 5.74}]",fulfilled,True,True,False,[],Northwind Co.
500111601,5001116,2000064,1000031,OJ-0031-XL-GRA,Trail Jacket 4,Trail Jacket 4 - XL / Gray,XL / Gray,1,184.62,7.52,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 14.17}]",fulfilled,True,True,False,[],Northwind Co.
500111700,5001117,2001025,1000179,TT-0179-XXL-SKY,Essential T-Shirt 85,Essential T-Shirt 85 - XXL / Sky Blue,XXL / Sky Blue,1,43.94,2.12,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.35}]",fulfilled,True,True,False,[],Northwind Co.
500111800,5001118,2003413,1000576,FD-0576-9-TAN,Sport Sandal 6,Sport Sandal 6 - 9 / Tan,9 / Tan,3,86.61,4.49,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 20.43}]",fulfilled,True,True,False,[],Northwind Co.
500111801,5001118,2001890,1000311,BJ-0311-28-IND,Slim Jean 22,Slim Jean 22 - 28 / Indigo,28 / Indigo,2,125.95,6.51,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 19.63}]",fulfilled,True,True,False,[],Northwind Co.
500111802,5001118,2001893,1000311,BJ-0311-30-LIG,Slim Jean 22,Slim Jean 22 - 30 / Light Wash,30 / Light Wash,1,146.5,5.36,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.29}]",fulfilled,True,True,False,[],Northwind Co.
500111803,5001118,2002056,1000332,BJ-0332-31-DAR,Slim Jean 43,Slim Jean 43 - 31 / Dark Wash,31 / Dark Wash,1,78.76,0.43,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 6.27}]",fulfilled,True,True,False,[],Northwind Co.
500111900,5001119,2000743,1000132,TT-0132-XS-BLA,Organic T-Shirt 38,Organic T-Shirt 38 - XS / Black,XS / Black,1,36.33,1.36,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 2.8}]",fulfilled,True,True,False,[],Northwind Co.
500111901,5001119,2003565,1000595,LE-0595-XS-FOR,Capsule Variou 10,Capsule Variou 10 - XS / Forest,XS / Forest,1,186.45,2.08,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 14.75}]",fulfilled,True,True,False,[],Northwind Co.
500111902,5001119,2000482,1000094,OC-0094-L-BLA,Oversize Coat 22,Oversize Coat 22 - L / Black,L / Black,1,404.96,10.3,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 31.57}]",fulfilled,True,True,False,[],Northwind Co.
500111903,5001119,2001156,1000195,TS-0195-XL-FOR,Oversized Sweater 6,Oversized Sweater 6 - XL / Forest,XL / Forest,2,126.29,0.95,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 20.13}]",fulfilled,True,True,False,[],Northwind Co.
500111904,5001119,2001926,1000317,BJ-0317-28-IND,Classic Jean 28,Classic Jean 28 - 28 / Indigo,28 / Indigo,2,123.75,3.66,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 19.51}]",fulfilled,True,True,False,[],Northwind Co.
500112000,5001120,2001778,1000296,BJ-0296-29-DAR,Classic Jean 7,Classic Jean 7 - 29 / Dark Wash,29 / Dark Wash,2,132.09,4.61,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 20.77}]",fulfilled,True,True,False,[],Northwind Co.
500112001,5001120,2000421,1000083,OC-0083-XS-CRE,Tailored Coat 11,Tailored Coat 11 - XS / Cream,XS / Cream,1,406.06,10.5,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 31.64}]",fulfilled,True,True,False,[],Northwind Co.
500112002,5001120,2000440,1000086,OC-0086-M-BLA,Cashmere Coat 14,Cashmere Coat 14 - M / Black,M / Black,1,515.17,18.11,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 39.76}]",fulfilled,True,True,False,[],Northwind Co.
500112003,5001120,2002116,1000339,BJ-0339-31-DAR,Slim Jean 50,Slim Jean 50 - 31 / Dark Wash,31 / Dark Wash,1,144.83,0.02,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.58}]",fulfilled,True,True,False,[],Northwind Co.
500112100,5001121,2002637,1000414,BS-0414-M-WHI,Chino Short 20,Chino Short 20 - M / White,M / White,1,58.5,1.06,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.6}]",fulfilled,True,True,False,[],Northwind Co.
500112101,5001121,2000681,1000121,TT-0121-M-SAG,Boxy T-Shirt 27,Boxy T-Shirt 27 - M / Sage,M / Sage,1,39.13,0.08,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.12}]",fulfilled,True,True,False,[],Northwind Co.
500112102,5001121,2000550,1000104,TT-0104-XS-SKY,Organic T-Shirt 10,Organic T-Shirt 10 - XS / Sky Blue,XS / Sky Blue,1,36.31,1.47,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 2.79}]",fulfilled,True,True,False,[],Northwind Co.
500112200,5001122,2001014,1000178,TT-0178-S-WHI,Slim T-Shirt 84,Slim T-Shirt 84 - S / White,S / White,1,39.11,0.86,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.06}]",fulfilled,True,True,False,[],Northwind Co.
500112201,5001122,2002681,1000433,AB-0433-ONE-BRO,Backpack Bag 17,Backpack Bag 17 - One Size / Brown,One Size / Brown,1,149.53,5.08,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.56}]",fulfilled,True,True,False,[],Northwind Co.
500112202,5001122,2000533,1000102,TT-0102-XS-SKY,Essential T-Shirt 8,Essential T-Shirt 8 - XS / Sky Blue,XS / Sky Blue,2,49.96,0.74,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.93}]",fulfilled,True,True,False,[],Northwind Co.
500112300,5001123,2001733,1000292,BJ-0292-28-IND,Relaxed Jean 3,Relaxed Jean 3 - 28 / Indigo,28 / Indigo,1,123.42,5.14,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 9.46}]",fulfilled,True,True,False,[],Northwind Co.
500112400,5001124,2003041,1000523,FS-0523-9-BLA,High-Top Sneaker 20,High-Top Sneaker 20 - 9 / Black,9 / Black,3,130.32,4.38,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 30.93}]",fulfilled,True,True,False,[],Northwind Co.
500112401,5001124,2002972,1000515,FS-0515-8-GRA,Everyday Sneaker 12,Everyday Sneaker 12 - 8 / Gray,8 / Gray,2,114.7,6.39,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 17.84}]",fulfilled,True,True,False,[],Northwind Co.
500112500,5001125,2003421,1000577,FD-0577-9-BLA,Slide Sandal 7,Slide Sandal 7 - 9 / Black,9 / Black,2,81.99,0.37,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 13.09}]",fulfilled,True,True,False,[],Northwind Co.
500112501,5001125,2002695,1000441,AB-0441-ONE-CRE,Weekender Bag 25,Weekender Bag 25 - One Size / Cream,One Size / Cream,1,71.61,0.17,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 5.72}]",fulfilled,True,True,False,[],Northwind Co.
500112502,5001125,2003234,1000552,FB-0552-8-CHE,Work Boot 4,Work Boot 4 - 8 / Chestnut,8 / Chestnut,2,270.49,17.01,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 41.92}]",fulfilled,True,True,False,[],Northwind Co.
500112503,5001125,2000406,1000081,OC-0081-L-CHA,Merino Coat 9,Merino Coat 9 - L / Charcoal,L / Charcoal,1,345.15,3.33,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 27.35}]",fulfilled,True,True,False,[],Northwind Co.
500112600,5001126,2002705,1000449,AH-0449-ONE-NAV,Beanie Hat 3,Beanie Hat 3 - One Size / Navy,One Size / Navy,1,46.69,0.8,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.67}]",fulfilled,True,True,False,[],Northwind Co.
500112700,5001127,2001455,1000246,TR-0246-XS-PLA,Linen Shirt 2,Linen Shirt 2 - XS / Plaid,XS / Plaid,1,58.01,0.85,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.57}]",fulfilled,True,True,False,[],Northwind Co.
500112800,5001128,2001050,1000184,TT-0184-XS-NAV,Boxy T-Shirt 90,Boxy T-Shirt 90 - XS / Navy,XS / Navy,2,51.73,4.86,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.89}]",fulfilled,True,True,False,[],Northwind Co.
500112900,5001129,2003054,1000524,FS-0524-9-GRA,Trail Sneaker 21,Trail Sneaker 21 - 9 / Gray,9 / Gray,2,98.33,5.98,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 15.25}]",fulfilled,True,True,False,[],Northwind Co.
500112901,5001129,2000339,1000072,OJ-0072-S-BRO,Summit Jacket 45,Summit Jacket 45 - S / Brown,S / Brown,1,257.89,7.43,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 20.04}]",fulfilled,True,True,False,[],Northwind Co.
500113000,5001130,2003038,1000523,FS-0523-7-WHI,High-Top Sneaker 20,High-Top Sneaker 20 - 7 / White,7 / White,1,135.5,0.35,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 10.81}]",fulfilled,True,True,False,[],Northwind Co.
500113001,5001130,2000662,1000119,TT-0119-M-TER,Vintage T-Shirt 25,Vintage T-Shirt 25 - M / Terracotta,M / Terracotta,1,38.91,1.16,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.02}]",fulfilled,True,True,False,[],Northwind Co.
500113002,5001130,2000052,1000031,OJ-0031-XS-GRA,Trail Jacket 4,Trail Jacket 4 - XS / Gray,XS / Gray,1,263.46,4.46,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 20.72}]",fulfilled,True,True,False,[],Northwind Co.
500113100,5001131,2000214,1000054,OJ-0054-XS-GRA,Field Jacket 27,Field Jacket 27 - XS / Gray,XS / Gray,1,238.69,6.08,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 18.61}]",fulfilled,True,True,False,[],Northwind Co.
500113101,5001131,2000287,1000065,OJ-0065-XS-BRO,Urban Jacket 38,Urban Jacket 38 - XS / Brown,XS / Brown,1,103.01,3.07,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 8.0}]",fulfilled,True,True,False,[],Northwind Co.
500113102,5001131,2003044,1000523,FS-0523-10-WHI,High-Top Sneaker 20,High-Top Sneaker 20 - 10 / White,10 / White,1,141.65,3.62,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.04}]",fulfilled,True,True,False,[],Northwind Co.
500113200,5001132,2000442,1000087,OC-0087-XS-CAM,Merino Coat 15,Merino Coat 15 - XS / Camel,XS / Camel,1,490.43,13.86,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 38.13}]",fulfilled,True,True,False,[],Northwind Co.
500113201,5001132,2000778,1000136,TT-0136-S-CRE,Slim T-Shirt 42,Slim T-Shirt 42 - S / Cream,S / Cream,1,42.29,1.04,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.3}]",fulfilled,True,True,False,[],Northwind Co.
500113300,5001133,2000980,1000171,TT-0171-XS-BLA,Slim T-Shirt 77,Slim T-Shirt 77 - XS / Black,XS / Black,1,47.48,0.42,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.76}]",fulfilled,True,True,False,[],Northwind Co.
500113400,5001134,2002027,1000327,BJ-0327-29-GRA,Relaxed Jean 38,Relaxed Jean 38 - 29 / Gray,29 / Gray,1,95.89,2.04,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.51}]",fulfilled,True,True,False,[],Northwind Co.
500113401,5001134,2001106,1000191,TS-0191-S-SLA,Lambswool Sweater 2,Lambswool Sweater 2 - S / Slate,S / Slate,1,81.5,3.25,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 6.26}]",fulfilled,True,True,False,[],Northwind Co.
500113500,5001135,2000394,1000080,OC-0080-S-BLA,Cashmere Coat 8,Cashmere Coat 8 - S / Black,S / Black,2,316.89,22.89,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 48.87}]",fulfilled,True,True,False,[],Northwind Co.
500113600,5001136,2003125,1000536,FS-0536-9-GRA,Trail Sneaker 33,Trail Sneaker 33 - 9 / Gray,9 / Gray,1,100.25,2.56,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.82}]",fulfilled,True,True,False,[],Northwind Co.
500113700,5001137,2002904,1000504,FS-0504-11-GRA,Low-Top Sneaker,Low-Top Sneaker - 11 / Gray,11 / Gray,1,189.74,4.58,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 14.81}]",fulfilled,True,True,False,[],Northwind Co.
500113701,5001137,2002999,1000518,FS-0518-9-GRA,Trail Sneaker 15,Trail Sneaker 15 - 9 / Gray,9 / Gray,1,171.67,7.95,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 13.1}]",fulfilled,True,True,False,[],Northwind Co.
500113702,5001137,2002939,1000508,FS-0508-11-TAN,Court Sneaker 5,Court Sneaker 5 - 11 / Tan,11 / Tan,1,115.94,2.04,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 9.11}]",fulfilled,True,True,False,[],Northwind Co.
500113800,5001138,2000558,1000104,TT-0104-L-WHI,Organic T-Shirt 10,Organic T-Shirt 10 - L / White,L / White,2,28.57,0.78,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.51}]",fulfilled,True,True,False,[],Northwind Co.
500113900,5001139,2002520,1000401,BS-0401-XL-BLA,Cargo Short 7,Cargo Short 7 - XL / Black,XL / Black,1,63.39,1.16,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.98}]",fulfilled,True,True,False,[],Northwind Co.
500113901,5001139,2003757,1000624,LE-0624-XL-FOR,Collector Variou 39,Collector Variou 39 - XL / Forest,XL / Forest,1,345.26,15.38,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 26.39}]",fulfilled,True,True,False,[],Northwind Co.
500113902,5001139,2001934,1000318,BJ-0318-28-BLA,Slim Jean 29,Slim Jean 29 - 28 / Black,28 / Black,1,136.28,4.75,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 10.52}]",fulfilled,True,True,False,[],Northwind Co.
500113903,5001139,2003358,1000565,FB-0565-8-TAN,Chukka Boot 17,Chukka Boot 17 - 8 / Tan,8 / Tan,1,174.24,6.47,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 13.42}]",fulfilled,True,True,False,[],Northwind Co.
500114000,5001140,2000799,1000139,TT-0139-L-GRA,Organic T-Shirt 45,Organic T-Shirt 45 - L / Gray,L / Gray,1,56.7,0.53,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.49}]",fulfilled,True,True,False,[],Northwind Co.
500114001,5001140,2001745,1000292,BJ-0292-32-IND,Relaxed Jean 3,Relaxed Jean 3 - 32 / Indigo,32 / Indigo,1,82.15,3.57,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 6.29}]",fulfilled,True,True,False,[],Northwind Co.
500114100,5001141,2003496,1000584,FD-0584-10-TAN,Strap Sandal 14,Strap Sandal 14 - 10 / Tan,10 / Tan,2,84.38,1.33,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 13.39}]",fulfilled,True,True,False,[],Northwind Co.
500114101,5001141,2002728,1000460,AH-0460-ONE-OLI,Bucket Hat 14,Bucket Hat 14 - One Size / Olive,One Size / Olive,1,45.28,2.21,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.45}]",fulfilled,True,True,False,[],Northwind Co.
500114200,5001142,2002855,1000495,AS-0495-M-NAV,Crew Sock 14,Crew Sock 14 - M / Navy,M / Navy,1,16.08,0.29,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 1.26}]",fulfilled,True,True,False,[],Northwind Co.
500114300,5001143,2000479,1000094,OC-0094-M-BLA,Oversize Coat 22,Oversize Coat 22 - M / Black,M / Black,2,261.46,4.7,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 41.46}]",fulfilled,True,True,False,[],Northwind Co.
500114301,5001143,2000142,1000042,OJ-0042-S-OLI,Pacific Jacket 15,Pacific Jacket 15 - S / Olive,S / Olive,1,304.81,11.86,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 23.44}]",fulfilled,True,True,False,[],Northwind Co.
500114302,5001143,2001790,1000297,BJ-0297-36-IND,Slim Jean 8,Slim Jean 8 - 36 / Indigo,36 / Indigo,2,82.36,2.32,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 12.99}]",fulfilled,True,True,False,[],Northwind Co.
500114303,5001143,2000488,1000094,OC-0094-XXL-BLA,Oversize Coat 22,Oversize Coat 22 - XXL / Black,XXL / Black,1,289.05,11.89,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 22.17}]",fulfilled,True,True,False,[],Northwind Co.
500114400,5001144,2002295,1000370,BP-0370-XL-NAV,Field Pant 21,Field Pant 21 - XL / Navy,XL / Navy,1,101.47,2.16,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.94}]",fulfilled,True,True,False,[],Northwind Co.
500114401,5001144,2002159,1000346,BJ-0346-28-BLA,Slim Jean 57,Slim Jean 57 - 28 / Black,28 / Black,1,128.12,2.15,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 10.08}]",fulfilled,True,True,False,[],Northwind Co.
500114500,5001145,2003432,1000578,FD-0578-8-TAN,Strap Sandal 8,Strap Sandal 8 - 8 / Tan,8 / Tan,2,64.44,1.05,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 10.23}]",fulfilled,True,True,False,[],Northwind Co.
500114501,5001145,2000026,1000026,RW-017,Resort Bikini Top,Resort Bikini Top - S / Sand,S / Sand,2,141.5,11.99,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 21.68}]",fulfilled,True,True,False,[],Northwind Co.
500114502,5001145,2003079,1000529,FS-0529-8-GRA,High-Top Sneaker 26,High-Top Sneaker 26 - 8 / Gray,8 / Gray,2,206.32,12.67,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 32.0}]",fulfilled,True,True,False,[],Northwind Co.
500114503,5001145,2002059,1000333,BJ-0333-28-GRA,Straight Jean 44,Straight Jean 44 - 28 / Gray,28 / Gray,2,92.49,0.48,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 14.76}]",fulfilled,True,True,False,[],Northwind Co.
500114504,5001145,2002524,1000403,BS-0403-XS-NAV,Linen Short 9,Linen Short 9 - XS / Navy,XS / Navy,1,49.4,1.95,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.8}]",fulfilled,True,True,False,[],Northwind Co.
500114600,5001146,2002386,1000383,BP-0383-S-KHA,Trail Pant 34,Trail Pant 34 - S / Khaki,S / Khaki,2,85.12,1.6,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 13.49}]",fulfilled,True,True,False,[],Northwind Co.
500114601,5001146,2001809,1000301,BJ-0301-33-DAR,Wide-Leg Jean 12,Wide-Leg Jean 12 - 33 / Dark Wash,33 / Dark Wash,1,122.89,0.65,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 9.78}]",fulfilled,True,True,False,[],Northwind Co.
500114700,5001147,2003178,1000545,FS-0545-7-BLA,Everyday Sneaker 42,Everyday Sneaker 42 - 7 / Black,7 / Black,1,181.61,2.35,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 14.34}]",fulfilled,True,True,False,[],Northwind Co.
500114800,5001148,2000046,1000030,OJ-0030-XS-CAM,Field Jacket 3,Field Jacket 3 - XS / Camel,XS / Camel,1,253.51,10.57,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 19.44}]",fulfilled,True,True,False,[],Northwind Co.
500114801,5001148,2001695,1000285,TR-0285-S-PLA,Relaxed Shirt 41,Relaxed Shirt 41 - S / Plaid,S / Plaid,3,50.64,3.91,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.84}]",fulfilled,True,True,False,[],Northwind Co.
500114802,5001148,2003108,1000532,FS-0532-11-BLA,Court Sneaker 29,Court Sneaker 29 - 11 / Black,11 / Black,1,101.31,4.53,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.74}]",fulfilled,True,True,False,[],Northwind Co.
500114803,5001148,2002557,1000406,BS-0406-XS-NAV,Walk Short 12,Walk Short 12 - XS / Navy,XS / Navy,1,49.13,1.54,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.81}]",fulfilled,True,True,False,[],Northwind Co.
500114900,5001149,2001641,1000274,TR-0274-XS-CHA,Linen Shirt 30,Linen Shirt 30 - XS / Chambray,XS / Chambray,1,92.47,0.44,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.36}]",fulfilled,True,True,False,[],Northwind Co.
500114901,5001149,2002786,1000478,AL-0478-M/L-BLA,Canvas Belt 12,Canvas Belt 12 - M/L / Black,M/L / Black,1,77.86,0.37,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 6.2}]",fulfilled,True,True,False,[],Northwind Co.
500115000,5001150,2002658,1000422,AB-0422-ONE-NAV,Messenger Bag 6,Messenger Bag 6 - One Size / Navy,One Size / Navy,1,94.07,0.51,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.48}]",fulfilled,True,True,False,[],Northwind Co.
